;Job Title;min_salary;max_salary;Rating;Company Name;python;excel;hadoop;spark;aws;tableau;big_data
544;Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team);128;201;4.7;New Relic;1;0;0;0;0;0;0
545;IT Partner Digital Health Technology and Data Science;128;201;3.6;Biogen;0;1;0;0;0;0;0
546;Data Scientist;128;201;0.0;HireAi;1;1;0;1;0;1;0
547;Senior Machine Learning Scientist - Bay Area, CA;128;201;3.3;Tempus Labs;1;0;0;0;1;0;0
548;Data Scientist;128;201;3.3;ICW Group;1;0;0;0;0;0;0
549;Clinical Data Analyst;128;201;3.8;NYSTEC;1;0;0;0;0;0;0
550;Data Scientist;128;201;4.5;E3 Federal Solutions;0;0;1;0;0;0;1
551;Data Engineer;128;201;4.5;Kingfisher Systems;1;0;0;0;0;0;0
552;Data Scientist Technical Specialist;128;201;3.4;Peraton;1;0;1;1;0;0;1
553;Senior Data Scientist;128;201;3.1;Group O;1;0;1;0;0;0;0
554;Data Science Manager;128;201;4.0;Autodesk;1;1;1;1;0;0;1
555;Computer Vision / Deep Learning Scientist;128;201;3.3;Tempus Labs;0;0;0;0;1;0;0
556;Big Data Engineer;128;201;4.1;CaptiveAire;1;0;0;1;0;0;0
557;Data Architect;128;201;4.2;LSQ;1;0;1;1;1;0;1
558;Machine Learning Engineer;128;201;3.9;Temboo;0;0;1;0;0;0;0
559;Data Scientist;128;201;0.0;Kibo;1;0;0;0;0;0;0
560;Aviation AI/ML Data Scientist;128;201;3.3;MITRE;1;1;1;1;0;1;1
561;Data Scientist;138;158;3.9;Mars;1;0;0;1;1;0;0
562;Data Scientist / Applied Mathematician;138;158;4.5;Fullpower Technologies, Inc.;1;0;0;0;1;0;1
563;Machine Learning Engineer, Sr.;138;158;4.2;AeroVironment;1;1;0;0;1;0;1
564;Data Scientist (TS/SCI w/ Poly);138;158;3.5;Maxar Technologies;1;0;0;0;0;0;0
565;Weapons and Sensors Engineer/Scientist;138;158;4.0;Dynetics;1;0;0;0;0;0;0
566;Applied Computer Scientist;138;158;4.5;Systems & Technology Research;0;0;0;0;0;0;0
567;Senior Data Analyst;138;158;4.5;Novetta;1;1;0;0;0;0;0
568;Information Systems Engineering Specialist (Engineering Scientist);138;158;3.8;Applied Research Laboratories;1;0;0;0;1;0;0
569;Cloud Data Engineer (Azure);138;158;3.9;Navy Federal Credit Union;0;0;0;0;0;1;0
